"ori","des","N","dY","dX","oY","oX","Geom","no_flow"
"CA","SF",3,-28.897525,25.150852,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 25.150852 -28.897525)",FALSE
"CA","TD",1,10.473643,-61.258999,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -61.258999 10.473643)",FALSE
"CA","TH",2,15.055519,100.901457,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 100.901457 15.055519)",FALSE
"CA","TZ",1,-6.249894,34.793068,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 34.793068 -6.249894)",FALSE
"CA","US",44,42.612364,-103.195474,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -103.195474 42.612364)",FALSE
"CA","VM",1,15.923516,107.872884,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 107.872884 15.923516)",FALSE
"CE","CE",1,7.619297,80.691867,7.619297,80.691867,"LINESTRING (80.691867 7.619297, 80.691867 7.619297)",TRUE
"CH","AF",3,33.766276,65.927368,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 65.927368 33.766276)",FALSE
"CH","CH",301,35.77948,102.767804,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 102.767804 35.77948)",TRUE
"CH","CO",1,3.88601,-73.008599,35.77948,102.767804,"LINESTRING (102.767804 35.77948, -73.008599 3.88601)",FALSE
"CH","ER",1,15.374066,38.861085,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 38.861085 15.374066)",FALSE
"CH","IN",8,22.6238,79.327954,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 79.327954 22.6238)",FALSE
"CH","IR",1,32.402698,54.357157,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 54.357157 32.402698)",FALSE
"CH","JA",1,43.447342,143.336291,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 143.336291 43.447342)",FALSE
"CH","KS",2,36.337038,127.770641,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 127.770641 36.337038)",FALSE
"CH","RP",4,7.68736,125.239651,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 125.239651 7.68736)",FALSE
"CH","TW",1,23.74721,120.946531,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 120.946531 23.74721)",FALSE
"CH","YM",1,15.892821,47.557714,35.77948,102.767804,"LINESTRING (102.767804 35.77948, 47.557714 15.892821)",FALSE
"CI","AR",25,-34.506982,-64.345898,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -64.345898 -34.506982)",FALSE
"CI","BL",1,-16.659461,-64.609576,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -64.609576 -16.659461)",FALSE
"CI","BR",3,-10.444019,-52.852381,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -52.852381 -10.444019)",FALSE
"CI","CI",167,-34.916246,-71.255077,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -71.255077 -34.916246)",TRUE
"CI","CJ",1,19.329721,-81.172085,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -81.172085 19.329721)",FALSE
"CI","CO",8,3.88601,-73.008599,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -73.008599 3.88601)",FALSE
"CI","CV",2,17.055555,-25.173611,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -25.173611 17.055555)",FALSE
"CI","EC",1,-1.426872,-78.761056,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -78.761056 -1.426872)",FALSE
"CI","MX",2,23.759385,-102.026773,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -102.026773 23.759385)",FALSE
"CI","PE",1,-9.105875,-74.248066,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -74.248066 -9.105875)",FALSE
"CI","VE",1,7.117922,-66.098265,-34.916246,-71.255077,"LINESTRING (-71.255077 -34.916246, -66.098265 7.117922)",FALSE
"CM","CM",2,5.67974,12.729506,5.67974,12.729506,"LINESTRING (12.729506 5.67974, 12.729506 5.67974)",TRUE
"CO","AR",3,-34.506982,-64.345898,3.88601,-73.008599,"LINESTRING (-73.008599 3.88601, -64.345898 -34.506982)",FALSE
"CO","BR",8,-10.444019,-52.852381,3.88601,-73.008599,"LINESTRING (-73.008599 3.88601, -52.852381 -10.444019)",FALSE
"CO","CO",11,3.88601,-73.008599,3.88601,-73.008599,"LINESTRING (-73.008599 3.88601, -73.008599 3.88601)",TRUE
"CO","EC",1,-1.426872,-78.761056,3.88601,-73.008599,"LINESTRING (-73.008599 3.88601, -78.761056 -1.426872)",FALSE
"CS","BR",10,-10.444019,-52.852381,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -52.852381 -10.444019)",FALSE
"CS","CO",5,3.88601,-73.008599,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -73.008599 3.88601)",FALSE
"CS","CS",4,9.969691,-84.190304,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -84.190304 9.969691)",TRUE
"CS","EC",4,-1.426872,-78.761056,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -78.761056 -1.426872)",FALSE
"CS","FG",2,3.929331,-53.22693,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -53.22693 3.929331)",FALSE
"CS","GT",1,15.69095,-90.346473,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -90.346473 15.69095)",FALSE
"CS","MX",2,23.759385,-102.026773,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -102.026773 23.759385)",FALSE
"CS","PE",6,-9.105875,-74.248066,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -74.248066 -9.105875)",FALSE
"CS","PM",3,8.512146,-80.106346,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -80.106346 8.512146)",FALSE
"CS","VE",2,7.117922,-66.098265,9.969691,-84.190304,"LINESTRING (-84.190304 9.969691, -66.098265 7.117922)",FALSE
"CY","AF",2,33.766276,65.927368,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 65.927368 33.766276)",FALSE
"CY","BC",3,-22.150094,23.810434,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 23.810434 -22.150094)",FALSE
"CY","CH",3,35.77948,102.767804,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 102.767804 35.77948)",FALSE
"CY","CY",27,34.926484,33.002832,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 33.002832 34.926484)",TRUE
"CY","GR",4,38.995623,22.985108,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 22.985108 38.995623)",FALSE
"CY","GZ",2,31.914602,35.208061,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 35.208061 31.914602)",FALSE
"CY","IN",4,22.6238,79.327954,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 79.327954 22.6238)",FALSE
"CY","IR",4,32.402698,54.357157,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 54.357157 32.402698)",FALSE
"CY","IS",18,31.422503,34.654567,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 34.654567 31.422503)",FALSE
"CY","LE",4,33.91726,35.888942,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 35.888942 33.91726)",FALSE
"CY","LT",1,-29.580459,28.247387,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 28.247387 -29.580459)",FALSE
"CY","MI",1,-13.197681,34.283053,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 34.283053 -13.197681)",FALSE
"CY","MO",1,31.796525,-6.33335,34.926484,33.002832,"LINESTRING (33.002832 34.926484, -6.33335 31.796525)",FALSE
"CY","PK",1,29.829453,69.165485,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 69.165485 29.829453)",FALSE
"CY","SF",8,-28.897525,25.150852,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 25.150852 -28.897525)",FALSE
"CY","SP",1,40.133542,-3.691117,34.926484,33.002832,"LINESTRING (33.002832 34.926484, -3.691117 40.133542)",FALSE
"CY","TI",2,38.516626,71.040777,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 71.040777 38.516626)",FALSE
"CY","TS",2,34.071384,9.578169,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 9.578169 34.071384)",FALSE
"CY","UZ",1,41.689489,63.270029,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 63.270029 41.689489)",FALSE
"CY","VS",1,7.27823,30.314561,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 30.314561 7.27823)",FALSE
"CY","WA",3,-22.049616,17.189693,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 17.189693 -22.049616)",FALSE
"CY","ZA",1,-13.436427,27.805477,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 27.805477 -13.436427)",FALSE
"CY","ZI",4,-18.982095,29.860474,34.926484,33.002832,"LINESTRING (33.002832 34.926484, 29.860474 -18.982095)",FALSE
"DA","AG",5,27.953982,2.679627,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 2.679627 27.953982)",FALSE
"DA","AR",3,-34.506982,-64.345898,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -64.345898 -34.506982)",FALSE
"DA","AS",5,-25.34506,133.758667,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 133.758667 -25.34506)",FALSE
"DA","AU",1,47.580106,14.128954,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 14.128954 47.580106)",FALSE
"DA","BR",3,-10.444019,-52.852381,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -52.852381 -10.444019)",FALSE
"DA","CO",1,3.88601,-73.008599,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -73.008599 3.88601)",FALSE
"DA","CU",2,21.618309,-78.999451,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -78.999451 21.618309)",FALSE
"DA","DA",8,55.942125,10.066809,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 10.066809 55.942125)",TRUE
"DA","EC",1,-1.426872,-78.761056,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -78.761056 -1.426872)",FALSE
"DA","FG",4,3.929331,-53.22693,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -53.22693 3.929331)",FALSE
"DA","FR",2,46.461053,2.571299,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 2.571299 46.461053)",FALSE
"DA","GH",1,7.958571,-1.210567,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -1.210567 7.958571)",FALSE
"DA","GM",13,51.020584,10.369722,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 10.369722 51.020584)",FALSE
"DA","ID",3,0.111431,113.317216,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 113.317216 0.111431)",FALSE
"DA","IN",10,22.6238,79.327954,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 79.327954 22.6238)",FALSE
"DA","IT",11,42.65398,12.169901,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 12.169901 42.65398)",FALSE
"DA","NI",1,9.574096,8.085675,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 8.085675 9.574096)",FALSE
"DA","PE",3,-9.105875,-74.248066,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -74.248066 -9.105875)",FALSE
"DA","PP",1,-6.468739,145.203186,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 145.203186 -6.468739)",FALSE
"DA","PR",1,18.221865,-66.468,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -66.468 18.221865)",FALSE
"DA","PV",1,17.728611,-64.758751,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -64.758751 17.728611)",FALSE
"DA","SL",3,8.554836,-11.78959,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -11.78959 8.554836)",FALSE
"DA","SP",3,40.133542,-3.691117,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -3.691117 40.133542)",FALSE
"DA","SW",1,62.269809,16.290115,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 16.290115 62.269809)",FALSE
"DA","TS",1,34.071384,9.578169,55.942125,10.066809,"LINESTRING (10.066809 55.942125, 9.578169 34.071384)",FALSE
"DA","US",4,42.612364,-103.195474,55.942125,10.066809,"LINESTRING (10.066809 55.942125, -103.195474 42.612364)",FALSE
"EI","BR",4,-10.444019,-52.852381,53.15937,-8.158243,"LINESTRING (-8.158243 53.15937, -52.852381 -10.444019)",FALSE
"EI","CI",3,-34.916246,-71.255077,53.15937,-8.158243,"LINESTRING (-8.158243 53.15937, -71.255077 -34.916246)",FALSE
"ET","ET",1,8.605763,39.606219,8.605763,39.606219,"LINESTRING (39.606219 8.605763, 39.606219 8.605763)",TRUE
"EZ","AF",6,33.766276,65.927368,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 65.927368 33.766276)",FALSE
"EZ","BM",3,21.016193,96.3815,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 96.3815 21.016193)",FALSE
"EZ","BU",7,42.746371,25.217163,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 25.217163 42.746371)",FALSE
"EZ","CH",4,35.77948,102.767804,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 102.767804 35.77948)",FALSE
"EZ","CI",1,-34.916246,-71.255077,49.733517,15.335098,"LINESTRING (15.335098 49.733517, -71.255077 -34.916246)",FALSE
"EZ","CV",5,17.055555,-25.173611,49.733517,15.335098,"LINESTRING (15.335098 49.733517, -25.173611 17.055555)",FALSE
"EZ","CY",1,34.926484,33.002832,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 33.002832 34.926484)",FALSE
"EZ","EZ",1,49.733517,15.335098,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 15.335098 49.733517)",TRUE
"EZ","GR",6,38.995623,22.985108,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 22.985108 38.995623)",FALSE
"EZ","GZ",1,31.914602,35.208061,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 35.208061 31.914602)",FALSE
"EZ","IN",7,22.6238,79.327954,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 79.327954 22.6238)",FALSE
"EZ","IR",2,32.402698,54.357157,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 54.357157 32.402698)",FALSE
"EZ","IS",2,31.422503,34.654567,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 34.654567 31.422503)",FALSE
"EZ","IT",2,42.65398,12.169901,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 12.169901 42.65398)",FALSE
"EZ","JA",2,43.447342,143.336291,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 143.336291 43.447342)",FALSE
"EZ","KZ",2,47.939522,67.088765,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 67.088765 47.939522)",FALSE
"EZ","LO",1,48.705596,19.474313,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 19.474313 48.705596)",FALSE
"EZ","MG",7,46.727762,103.034232,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 103.034232 46.727762)",FALSE
"EZ","MO",2,31.796525,-6.33335,49.733517,15.335098,"LINESTRING (15.335098 49.733517, -6.33335 31.796525)",FALSE
"EZ","NP",1,28.249162,83.962653,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 83.962653 28.249162)",FALSE
"EZ","PK",3,29.829453,69.165485,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 69.165485 29.829453)",FALSE
"EZ","PO",1,39.558043,-8.54242,49.733517,15.335098,"LINESTRING (15.335098 49.733517, -8.54242 39.558043)",FALSE
"EZ","RS",1,60.036139,93.054322,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 93.054322 60.036139)",FALSE
"EZ","SP",8,40.133542,-3.691117,49.733517,15.335098,"LINESTRING (15.335098 49.733517, -3.691117 40.133542)",FALSE
"EZ","SW",1,62.269809,16.290115,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 16.290115 62.269809)",FALSE
"EZ","TS",1,34.071384,9.578169,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 9.578169 34.071384)",FALSE
"EZ","TU",22,39.026955,35.170149,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 35.170149 39.026955)",FALSE
"EZ","TX",2,39.148054,59.226101,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 59.226101 39.148054)",FALSE
"EZ","TZ",1,-6.249894,34.793068,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 34.793068 -6.249894)",FALSE
"EZ","UZ",1,41.689489,63.270029,49.733517,15.335098,"LINESTRING (15.335098 49.733517, 63.270029 41.689489)",FALSE
"FI","FI",9,64.175946,26.102289,64.175946,26.102289,"LINESTRING (26.102289 64.175946, 26.102289 64.175946)",TRUE
"FI","FR",4,46.461053,2.571299,64.175946,26.102289,"LINESTRING (26.102289 64.175946, 2.571299 46.461053)",FALSE
"FI","RS",4,60.036139,93.054322,64.175946,26.102289,"LINESTRING (26.102289 64.175946, 93.054322 60.036139)",FALSE
"FI","SW",12,62.269809,16.290115,64.175946,26.102289,"LINESTRING (26.102289 64.175946, 16.290115 62.269809)",FALSE
"FI","SZ",2,46.797034,8.228015,64.175946,26.102289,"LINESTRING (26.102289 64.175946, 8.228015 46.797034)",FALSE
"FI","US",2,42.612364,-103.195474,64.175946,26.102289,"LINESTRING (26.102289 64.175946, -103.195474 42.612364)",FALSE
"FR","AE",1,23.909579,54.318006,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 54.318006 23.909579)",FALSE
"FR","AG",180,27.953982,2.679627,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 2.679627 27.953982)",FALSE
"FR","AM",1,40.288782,44.943635,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 44.943635 40.288782)",FALSE
"FR","AO",2,-12.251988,17.526887,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 17.526887 -12.251988)",FALSE
"FR","AR",67,-34.506982,-64.345898,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -64.345898 -34.506982)",FALSE
"FR","AS",3,-25.34506,133.758667,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 133.758667 -25.34506)",FALSE
"FR","AU",5,47.580106,14.128954,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 14.128954 47.580106)",FALSE
"FR","BA",1,26.038626,50.560541,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 50.560541 26.038626)",FALSE
"FR","BC",1,-22.150094,23.810434,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 23.810434 -22.150094)",FALSE
"FR","BH",2,17.205495,-88.687581,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -88.687581 17.205495)",FALSE
"FR","BL",62,-16.659461,-64.609576,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -64.609576 -16.659461)",FALSE
"FR","BM",21,21.016193,96.3815,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 96.3815 21.016193)",FALSE
"FR","BP",1,-9.59822,160.148529,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 160.148529 -9.59822)",FALSE
"FR","BR",91,-10.444019,-52.852381,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -52.852381 -10.444019)",FALSE
"FR","CA",2,58.181596,-94.932972,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -94.932972 58.181596)",FALSE
"FR","CD",1,15.2798,18.630876,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 18.630876 15.2798)",FALSE
"FR","CE",1,7.619297,80.691867,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 80.691867 7.619297)",FALSE
"FR","CF",2,-0.831702,15.238004,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 15.238004 -0.831702)",FALSE
"FR","CG",28,-2.859606,23.612032,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 23.612032 -2.859606)",FALSE
"FR","CH",1,35.77948,102.767804,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 102.767804 35.77948)",FALSE
"FR","CI",24,-34.916246,-71.255077,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -71.255077 -34.916246)",FALSE
"FR","CM",9,5.67974,12.729506,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 12.729506 5.67974)",FALSE
"FR","CO",8,3.88601,-73.008599,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -73.008599 3.88601)",FALSE
"FR","CS",1,9.969691,-84.190304,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -84.190304 9.969691)",FALSE
"FR","CU",8,21.618309,-78.999451,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -78.999451 21.618309)",FALSE
"FR","CV",1,17.055555,-25.173611,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -25.173611 17.055555)",FALSE
"FR","CY",1,34.926484,33.002832,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 33.002832 34.926484)",FALSE
"FR","DJ",2,11.740987,42.570273,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 42.570273 11.740987)",FALSE
"FR","EC",12,-1.426872,-78.761056,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -78.761056 -1.426872)",FALSE
"FR","EG",6,26.493149,29.766795,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 29.766795 26.493149)",FALSE
"FR","EK",6,1.701375,10.332245,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 10.332245 1.701375)",FALSE
"FR","ER",1,15.374066,38.861085,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 38.861085 15.374066)",FALSE
"FR","ET",5,8.605763,39.606219,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 39.606219 8.605763)",FALSE
"FR","FG",19,3.929331,-53.22693,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -53.22693 3.929331)",FALSE
"FR","FR",115,46.461053,2.571299,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 2.571299 46.461053)",TRUE
"FR","GB",29,-0.622931,11.782996,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 11.782996 -0.622931)",FALSE
"FR","GH",2,7.958571,-1.210567,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -1.210567 7.958571)",FALSE
"FR","GM",2,51.020584,10.369722,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 10.369722 51.020584)",FALSE
"FR","GP",3,16.23035,-61.687084,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -61.687084 16.23035)",FALSE
"FR","GR",30,38.995623,22.985108,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 22.985108 38.995623)",FALSE
"FR","GV",1,10.431043,-10.93039,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -10.93039 10.431043)",FALSE
"FR","GY",6,4.78756,-58.959063,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -58.959063 4.78756)",FALSE
"FR","GZ",1,31.914602,35.208061,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 35.208061 31.914602)",FALSE
"FR","HO",2,14.816021,-86.614607,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -86.614607 14.816021)",FALSE
"FR","HR",2,44.734106,15.415622,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 15.415622 44.734106)",FALSE
"FR","ID",12,0.111431,113.317216,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 113.317216 0.111431)",FALSE
"FR","IN",8,22.6238,79.327954,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 79.327954 22.6238)",FALSE
"FR","IR",1,32.402698,54.357157,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 54.357157 32.402698)",FALSE
"FR","IS",6,31.422503,34.654567,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 34.654567 31.422503)",FALSE
"FR","IT",14,42.65398,12.169901,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 12.169901 42.65398)",FALSE
"FR","IV",5,7.619377,-5.55306,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -5.55306 7.619377)",FALSE
"FR","IZ",1,32.944364,43.755283,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 43.755283 32.944364)",FALSE
"FR","JA",19,43.447342,143.336291,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 143.336291 43.447342)",FALSE
"FR","KE",10,0.551934,37.828368,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 37.828368 0.551934)",FALSE
"FR","KG",1,41.448422,74.523552,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 74.523552 41.448422)",FALSE
"FR","KZ",1,47.939522,67.088765,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 67.088765 47.939522)",FALSE
"FR","LE",5,33.91726,35.888942,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 35.888942 33.91726)",FALSE
"FR","LT",1,-29.580459,28.247387,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 28.247387 -29.580459)",FALSE
"FR","MA",67,-19.300316,46.679464,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 46.679464 -19.300316)",FALSE
"FR","MG",1,46.727762,103.034232,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 103.034232 46.727762)",FALSE
"FR","MO",36,31.796525,-6.33335,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -6.33335 31.796525)",FALSE
"FR","MR",2,20.196273,-10.345889,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -10.345889 20.196273)",FALSE
"FR","MX",57,23.759385,-102.026773,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -102.026773 23.759385)",FALSE
"FR","MZ",6,-17.150674,35.55005,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 35.55005 -17.150674)",FALSE
"FR","NC",7,-21.303731,165.689834,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 165.689834 -21.303731)",FALSE
"FR","NG",2,17.375194,9.349884,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 9.349884 17.375194)",FALSE
"FR","NS",1,4.134665,-55.910485,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -55.910485 4.134665)",FALSE
"FR","PE",71,-9.105875,-74.248066,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -74.248066 -9.105875)",FALSE
"FR","PM",4,8.512146,-80.106346,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -80.106346 8.512146)",FALSE
"FR","PO",3,39.558043,-8.54242,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -8.54242 39.558043)",FALSE
"FR","PP",1,-6.468739,145.203186,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 145.203186 -6.468739)",FALSE
"FR","RE",1,-21.133217,55.532524,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 55.532524 -21.133217)",FALSE
"FR","RO",1,45.81267,24.988431,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 24.988431 45.81267)",FALSE
"FR","RP",8,7.68736,125.239651,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 125.239651 7.68736)",FALSE
"FR","RS",1,60.036139,93.054322,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 93.054322 60.036139)",FALSE
"FR","SF",20,-28.897525,25.150852,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 25.150852 -28.897525)",FALSE
"FR","SG",12,14.352458,-14.465336,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -14.465336 14.352458)",FALSE
"FR","SI",1,46.122065,14.814602,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 14.814602 46.122065)",FALSE
"FR","SL",7,8.554836,-11.78959,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -11.78959 8.554836)",FALSE
"FR","SO",2,5.157084,46.805111,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 46.805111 5.157084)",FALSE
"FR","SP",53,40.133542,-3.691117,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -3.691117 40.133542)",FALSE
